1413	0	1.5
981	205	2.5
1473	8	3.0
275	245	4.0
5	209	4.0
694	0	3.0
1453	248	2.0
160	708	3.0
91	10	3.0
420	238	3.5
891	241	4.0
1253	212	3.0
677	6	3.5
680	11	3.0
160	725	3.5
508	926	1.0
947	205	4.0
203	5	4.0
918	0	2.0
82	205	4.0
534	1	3.5
1437	232	2.0
308	6	2.5
443	9	4.0
1422	254	4.0
1108	232	3.0
1474	256	3.0
1340	11	3.0
1242	206	3.5
1104	0	4.0
669	1133	3.0
497	16	4.0
674	255	3.5
846	211	3.5
234	251	2.5
270	212	3.5
1273	2	3.5
119	11	2.5
737	10	3.0
1181	9	2.5
967	0	2.5
171	219	4.0
233	1	2.5
314	637	4.0
1164	1009	4.0
1163	1458	3.5
170	8	2.0
1005	234	3.0
163	700	3.0
1156	1182	1.5
234	0	3.0
1253	254	3.5
24	242	3.5
1504	11	4.0
482	214	3.5
192	232	3.0
394	235	3.0
1209	8	3.0
1491	235	3.5
841	216	2.5
226	245	3.0
729	6	3.5
1251	216	3.0
994	256	3.0
590	696	4.0
173	8	1.5
1374	209	3.5
1375	4	2.5
1055	2	3.5
135	628	4.0
398	11	3.0
825	245	4.0
1425	8	4.0
1254	1181	4.0
1456	5	4.0
1422	255	4.0
1437	3	1.0
1154	2	3.0
222	10	3.5
458	10	3.5
90	233	4.0
307	929	0.5
234	213	2.5
1465	0	3.5
1235	213	3.0
1466	215	3.0
615	792	1.0
1439	6	3.5
1068	234	2.5
1347	4	2.0
219	213	4.0
1311	9	4.0
1422	247	3.5
586	605	3.0
673	238	4.0
126	214	4.0
114	1	3.5
944	218	3.5
279	1	3.0
454	2	4.0
508	928	2.0
80	180	3.0
987	234	3.5
946	16	3.5
1485	0	3.0
1188	11	3.0
158	235	2.5
1234	243	1.0
1076	6	4.0
322	1187	4.0
197	244	2.5
1461	246	2.5
86	235	3.0
173	248	1.0
278	219	2.0
824	72	3.5
768	246	2.0
1037	215	4.0
248	242	4.0
1498	205	4.0
851	10	4.0
994	254	4.0
729	10	4.0
84	212	4.0
184	1	3.5
984	218	3.5
1299	4	3.0
1138	206	2.0
166	11	2.5
1396	1262	4.0
715	250	3.5
1498	256	4.0
710	6	3.0
1453	6	2.5
1477	587	4.0
1297	1978	3.5
669	1097	3.5
828	9	2.0
909	12	3.5
436	1	3.0
329	210	3.0
1128	11	4.0
327	256	1.5
105	4	3.5
1038	21	3.5
1397	742	1.0
65	0	3.0
348	3	2.0
1294	254	2.0
211	238	2.5
361	252	3.0
701	1464	3.5
1358	1	3.5
1080	248	0.5
561	253	2.5
143	11	3.0
403	252	4.0
508	68	4.0
1438	11	1.5
600	240	3.0
1269	727	3.5
189	235	4.0
1422	250	4.0
1153	213	0.5
390	209	3.5
1160	206	3.5
462	10	4.0
1237	9	4.0
236	250	4.0
80	545	4.0
380	7	2.5
989	4	4.0
1357	9	4.0
800	4	3.0
816	213	3.5
1341	215	4.0
1285	5	2.5
745	250	4.0
929	120	2.5
294	9	1.0
344	243	1.5
983	242	1.5
575	205	4.0
160	740	1.5
1109	206	4.0
199	459	4.0
518	1334	4.0
718	219	0.5
518	12	4.0
726	0	3.5
574	205	2.5
1303	250	3.0
59	317	1.0
1245	2	1.0
666	238	0.5
411	256	1.0
1224	214	2.5
426	10	3.5
985	233	4.0
813	83	2.5
532	390	4.0
1283	83	3.5
1434	233	3.0
269	242	2.5
1095	3	3.5
1499	12	3.0
673	209	3.5
877	252	2.0
1408	1	3.5
198	274	2.5
893	3	2.0
553	6	4.0
1287	204	4.0
1486	206	3.0
1108	251	1.5
926	4	4.0
814	251	0.5
115	206	3.0
231	218	2.5
793	235	3.0
360	637	4.0
713	255	2.0
529	245	4.0
242	924	1.0
1088	6	1.5
835	11	3.5
943	234	4.0
783	245	3.0
160	563	4.0
355	244	0.5
763	2	2.5
946	251	2.0
600	5	2.5
1204	8	3.5
861	12	3.5
1174	240	1.5
410	235	4.0
981	9	3.0
718	232	3.0
119	248	4.0
1248	123	1.0
1332	1603	4.0
1453	83	3.5
283	1030	4.0
869	238	3.5
908	0	4.0
577	1059	3.5
725	249	3.5
901	6	4.0
504	216	1.5
78	243	3.5
1430	218	3.0
1001	212	2.0
878	10	0.5
395	11	2.5
284	8	3.5
146	255	2.0
1395	247	1.5
718	210	3.5
1301	214	3.0
385	253	3.5
49	212	3.0
135	624	4.0
329	2	4.0
138	204	4.0
451	215	2.0
354	768	3.0
293	233	3.0
829	29	4.0
1418	215	3.5
968	344	2.5
664	256	2.5
298	4	3.0
968	1754	2.5
590	273	3.5
358	244	3.5
763	674	4.0
1332	168	2.0
549	261	2.5
1154	247	2.5
201	211	3.0
552	234	4.0
920	255	3.5
249	233	3.0
968	946	2.5
1342	1	3.0
587	708	1.5
660	211	2.0
323	212	3.0
1269	16	1.5
20	4	4.0
1233	255	3.5
1172	16	2.0
1473	12	3.5
1186	1886	3.5
1117	0	3.0
920	219	2.0
628	206	2.0
307	147	4.0
896	234	3.5
394	255	0.5
1303	206	3.5
739	4	4.0
1198	289	4.0
160	741	2.0
71	256	0.5
563	10	4.0
946	1366	1.0
820	233	4.0
683	253	3.0
656	7	3.0
1186	1910	2.5
669	1412	3.5
718	252	4.0
825	235	3.5
1033	246	2.5
667	215	3.0
1005	9	3.0
1038	467	3.5
271	509	2.5
878	247	0.5
301	256	2.5
32	3	4.0
1260	250	3.0
692	213	3.5
1422	251	4.0
1392	235	4.0
231	235	4.0
317	211	2.5
137	7	3.0
312	1	3.0
242	3	3.5
920	1	2.5
123	206	2.5
1209	254	2.5
170	249	3.5
110	214	2.5
593	238	4.0
1404	0	4.0
1144	2	3.0
1156	241	2.5
192	213	3.5
1202	218	4.0
1174	6	2.5
182	83	3.5
499	83	3.0
668	211	3.5
192	12	3.0
916	12	2.0
1464	206	3.5
1417	841	4.0
1493	212	4.0
1080	11	2.0
536	240	1.0
502	879	4.0
1048	256	2.5
548	214	2.0
968	769	4.0
813	216	2.5
534	248	2.0
1414	10	4.0
1131	8	3.5
405	245	3.0
846	278	4.0
835	205	2.5
877	254	1.0
784	214	4.0
891	1135	4.0
123	218	2.0
560	6	3.5
1299	1	2.0
907	0	3.5
860	6	4.0
242	778	3.5
1387	250	0.5
1332	1830	3.0
310	2	3.5
612	232	3.0
436	238	2.0
1221	213	3.0
814	1176	1.0
1485	120	2.5
863	252	4.0
275	234	3.5
359	214	3.5
1076	10	4.0
630	246	3.0
1198	846	3.5
538	235	3.0
1327	312	4.0
110	256	1.5
78	416	4.0
72	233	3.5
1500	246	3.0
875	206	3.5
1443	251	3.5
1151	234	4.0
111	6	3.0
1381	246	3.0
160	489	2.0
13	6	3.5
66	219	3.0
1181	3	2.5
1497	210	3.0
165	255	4.0
945	210	2.5
645	11	3.5
222	233	3.5
1197	2	3.5
1045	206	3.0
1197	211	4.0
1437	234	1.0
242	11	2.5
649	4	3.5
441	2	3.0
1023	214	4.0
1198	511	3.0
1341	11	4.0
980	253	2.5
1374	83	2.5
459	9	3.0
231	493	2.0
917	214	4.0
509	391	4.0
1347	235	4.0
579	10	3.5
1428	10	4.0
1074	7	4.0
1060	217	1.5
560	254	1.5
1398	7	3.5
665	6	2.5
625	283	3.5
285	245	4.0
1356	1	4.0
319	6	4.0
292	120	2.5
877	211	3.5
586	296	3.5
1084	5	3.0
532	285	4.0
1345	2	3.0
1037	213	3.0
848	4	2.5
824	458	3.5
171	252	4.0
1307	252	3.5
736	206	2.5
483	2	3.0
168	253	4.0
712	1	3.5
1000	11	2.0
1196	248	3.0
1138	3	3.5
77	368	3.0
1154	243	2.0
1046	12	3.0
97	293	4.0
1248	235	3.5
885	206	3.0
879	235	3.5
868	7	4.0
873	11	3.5
127	209	1.0
173	9	2.0
239	216	3.0
836	249	3.0
1438	211	2.5
1428	215	4.0
187	716	3.0
1306	241	4.0
90	563	4.0
583	0	2.0
612	234	3.5
768	1520	2.5
648	214	0.5
1367	1	4.0
113	2	3.0
814	120	0.5
290	246	2.0
1183	4	4.0
1224	6	1.5
1147	234	2.0
275	7	3.0
1387	238	4.0
1498	253	4.0
258	218	2.5
195	233	4.0
775	7	3.0
654	243	1.5
82	5	2.5
1038	511	3.0
149	662	4.0
1038	13	1.5
1225	204	3.0
273	205	4.0
483	235	4.0
1052	9	4.0
1138	232	2.0
272	10	3.5
291	7	4.0
177	205	2.0
729	211	4.0
68	215	3.0
743	16	4.0
293	120	2.0
123	213	1.5
37	16	3.5
497	1	3.0
1186	1904	3.0
1315	0	2.0
1151	210	4.0
844	549	3.5
1234	7	3.0
1211	1006	3.5
1431	745	3.0
820	215	3.5
596	219	3.5
1362	212	3.5
1003	210	4.0
204	211	4.0
444	210	2.5
763	680	4.0
85	204	4.0
205	235	4.0
67	6	4.0
355	215	0.5
789	253	2.0
187	698	4.0
164	0	3.0
1495	520	3.0
654	6	2.5
847	253	4.0
1211	1205	0.5
945	213	2.0
1091	254	3.5
1463	2	4.0
445	12	4.0
656	244	2.5
901	235	3.5
1342	0	3.5
1113	0	4.0
970	206	4.0
1061	11	2.0
527	206	3.0
322	705	1.5
1021	234	3.0
1174	255	1.5
1141	213	2.5
123	254	1.5
713	214	4.0
285	205	4.0
539	2	3.5
1324	2	3.5
1002	251	2.5
997	1780	4.0
572	2	3.0
904	6	4.0
358	10	3.5
1200	252	2.5
534	83	3.0
311	233	1.5
1217	83	3.0
1465	204	2.0
1214	215	3.5
345	255	3.0
385	218	3.5
1146	7	3.0
746	252	3.0
1049	3	3.0
396	11	4.0
1001	588	3.5
329	1	2.5
1138	249	1.5
243	3	3.5
1119	2	4.0
737	4	3.0
538	7	3.5
1369	6	4.0
875	6	2.5
360	252	4.0
765	1	4.0
329	245	2.0
929	234	2.5
513	218	3.5
1392	211	4.0
529	249	3.5
231	917	4.0
841	450	4.0
731	133	3.5
612	8	2.0
1384	12	4.0
669	1145	2.0
612	83	3.5
28	304	3.0
1387	4	0.5
380	206	2.5
294	244	2.0
222	210	3.5
1161	3	3.0
1087	212	1.0
583	6	3.5
556	205	3.5
829	477	3.0
875	11	2.0
1160	242	3.5
1146	452	2.5
825	252	4.0
926	205	3.0
1346	238	2.5
401	1234	1.0
315	2	4.0
538	246	3.0
182	252	3.0
170	6	3.5
425	249	1.5
704	256	2.5
759	235	1.5
547	251	2.5
570	242	3.5
1317	252	4.0
20	218	4.0
1146	654	3.0
345	206	4.0
198	0	1.5
1262	16	3.0
330	0	4.0
624	210	4.0
537	254	3.5
1447	218	4.0
1385	99	3.5
947	212	2.5
763	521	3.0
1329	1554	3.5
364	210	4.0
1211	218	3.0
656	4	4.0
424	212	2.0
78	507	4.0
491	212	3.0
108	601	4.0
2	97	2.5
168	232	3.0
1198	246	4.0
351	246	2.5
575	249	4.0
146	8	4.0
260	234	3.5
722	240	3.0
710	9	4.0
1443	10	1.5
271	809	2.0
1459	244	3.0
392	252	3.5
1459	211	3.0
138	212	3.0
493	4	4.0
90	571	4.0
1445	238	3.5
660	205	1.5
1051	243	2.0
858	16	3.0
224	213	2.0
191	431	4.0
617	4	4.0
624	245	4.0
292	12	4.0
248	9	4.0
878	242	0.5
1452	215	3.5
1481	9	1.5
517	8	2.0
508	1233	3.0
1038	598	1.5
278	218	2.5
1039	1097	2.5
698	12	4.0
873	209	3.0
1270	233	1.5
1095	235	4.0
844	294	3.5
506	255	4.0
918	238	2.0
644	235	4.0
1351	12	4.0
138	10	3.5
508	8	3.5
1192	11	3.0
1003	252	4.0
1256	218	4.0
1256	0	3.5
537	247	4.0
283	1034	4.0
24	8	2.0
1494	6	2.0
1108	242	2.5
1055	215	2.5
577	435	4.0
516	256	2.0
1437	205	2.0
407	206	0.5
1418	212	2.5
877	7	3.0
529	244	4.0
182	216	3.0
248	1	3.0
154	235	2.0
882	256	4.0
505	233	4.0
1186	364	3.0
629	232	3.5
1303	242	2.5
840	6	0.5
71	11	3.0
971	210	3.0
968	1744	3.0
796	213	3.5
1316	219	3.0
749	206	4.0
2	46	2.5
283	1027	3.0
1422	233	4.0
1198	206	3.5
1428	244	4.0
1457	243	4.0
1038	803	4.0
398	206	0.5
60	7	3.0
128	7	3.5
1495	1974	3.0
930	205	3.0
701	269	3.5
6	10	4.0
917	209	3.0
1145	3	2.5
575	245	4.0
1262	246	3.0
532	603	2.5
1249	214	2.0
284	83	4.0
659	238	3.5
103	6	4.0
1500	11	2.0
1196	214	4.0
813	205	4.0
701	1495	3.5
295	214	3.0
851	245	2.0
1154	246	1.5
665	8	2.0
1385	587	1.5
298	213	3.0
224	3	3.5
844	471	3.5
734	217	4.0
27	218	3.5
2	89	3.5
468	8	3.0
